04-01-2022 ,13:06:16 ,       14008.595, 250  ,           10  , 32  , 111  ,- 252.2467 ,- 667.6014 ,- 876.8914 ,- 560.8606 ,- 566.4365 ,- 531.2847 ,- 551.3954 ,- 537.2913 ,- 513.6627 ,- 489.3931 ,- 462.6216 ,- 402.7597 ,- 324.2993 ,- 261.0379 ,- 202.6193 , 68.5447 ,- 22.8329 ,- 79.0751 ,- 110.0614 ,- 146.7453 ,- 209.4576 ,- 234.4801 ,- 244.1755 ,- 250.7574 ,- 255.2779 ,- 252.4604 ,- 241.7919 ,- 227.9081 ,- 214.0045 ,- 672.8058 , 83.4806 ,- 200.5152 ,
04-01-2022 ,13:06:17 ,       14009.06, 250  ,            10  , 32  , 111  ,- 280.3563 ,- 686.9724 ,- 889.7101 ,- 568.3795 ,- 561.8765 ,- 524.4726 ,- 545.7603 ,- 530.0189 ,- 506.1898 ,- 481.5027 ,- 454.8923 ,- 395.3460 ,- 317.9377 ,- 255.1990 ,- 198.6248 , 73.7228 ,- 11.4543 ,- 70.1392 ,- 102.5590 ,- 141.2220 ,- 205.3941 ,- 231.0445 ,- 240.8944 ,- 248.0484 ,- 253.1475 ,- 251.6056 ,- 240.9470 ,- 227.3229 ,- 214.6423 ,- 688.7116 , 87.5442 ,- 198.1217 ,
04-01-2022 ,13:06:17 ,       14009.574, 250  ,           10  , 32  , 111  ,- 273.9223 ,- 684.8716 ,- 889.6049 ,- 568.5734 ,- 569.0140 ,- 527.0403 ,- 554.1636 ,- 539.0863 ,- 514.5340 ,- 489.7943 ,- 462.6216 ,- 401.9706 ,- 321.9158 ,- 257.5728 ,- 202.0472 , 70.9874 ,- 19.4006 ,- 76.8888 ,- 108.3091 ,- 145.1672 ,- 206.8111 ,- 231.5344 ,- 241.1903 ,- 247.3711 ,- 251.7897 ,- 249.0379 ,- 238.9744 ,- 226.2478 ,- 214.2774 ,- 687.0217 , 82.8855 ,- 201.4752 ,
04-01-2022 ,13:06:18 ,       14010.09, 250  ,            10  , 32  , 111  ,- 289.9563 ,- 690.9801 ,- 898.2219 ,- 574.7411 ,- 574.3663 ,- 536.2228 ,- 558.8124 ,- 542.6765 ,- 518.3214 ,- 493.2890 ,- 465.9323 ,- 405.2320 ,- 325.5947 ,- 261.1366 ,- 204.6149 , 67.1770 ,- 17.4378 ,- 74.6072 ,- 106.8461 ,- 144.9042 ,- 208.3234 ,- 233.4971 ,- 243.1826 ,- 250.2774 ,- 255.2779 ,- 253.8840 ,- 243.2023 ,- 229.8642 ,- 217.0094 ,- 690.5034 , 83.3787 ,- 201.5705 ,
04-01-2022 ,13:06:18 ,       14010.604, 250  ,           10  , 32  , 111  ,- 283.4237 ,- 708.5396 ,- 919.5588 ,- 588.1384 ,- 587.0568 ,- 546.2896 ,- 571.5685 ,- 556.0310 ,- 530.9395 ,- 505.6803 ,- 477.9783 ,- 415.6112 ,- 333.9454 ,- 266.9755 ,- 205.2790 , 76.5535 ,- 14.2981 ,- 74.0384 ,- 107.2373 ,- 146.4823 ,- 212.5809 ,- 238.6062 ,- 249.1464 ,- 255.5968 ,- 260.5119 ,- 257.4971 ,- 247.2429 ,- 233.3820 ,- 222.0166 ,- 713.3724 , 83.6779 ,- 207.3174 ,
04-01-2022 ,13:06:19 ,       14011.069, 250  ,           10  , 32  , 111  ,- 294.6084 ,- 721.6179 ,- 929.7539 ,- 594.9833 ,- 587.7504 ,- 545.4019 ,- 571.5685 ,- 555.3340 ,- 530.6469 ,- 504.8814 ,- 476.7718 ,- 415.3153 ,- 334.1459 ,- 268.8560 ,- 208.1327 , 79.8773 ,- 12.3386 ,- 74.1337 ,- 108.2105 ,- 148.2346 ,- 214.2807 ,- 241.0588 ,- 250.9382 ,- 258.0166 ,- 262.9349 ,- 261.2023 ,- 250.5305 ,- 236.5119 ,- 224.8407 ,- 724.1133 , 87.6428 ,- 208.7574 ,
04-01-2022 ,13:06:19 ,       14011.584, 250  ,           10  , 32  , 111  ,- 323.2177 ,- 732.7861 ,- 933.4328 ,- 599.4184 ,- 586.9581 ,- 545.0074 ,- 570.6776 ,- 554.2392 ,- 528.1219 ,- 502.3827 ,- 473.7635 ,- 411.7580 ,- 329.5728 ,- 263.7108 ,- 207.8467 , 74.6992 ,- 10.6718 ,- 71.6614 ,- 106.3595 ,- 147.3601 ,- 215.1322 ,- 241.7459 ,- 252.5294 ,- 259.7558 ,- 265.3579 ,- 263.0073 ,- 252.5031 ,- 239.2505 ,- 231.0314 ,- 721.7264 , 85.7589 ,- 209.8094 ,
04-01-2022 ,13:06:20 ,       14012.1, 250  ,             10  , 32  , 111  ,- 299.3591 ,- 717.8963 ,- 925.8646 ,- 593.6354 ,- 589.7362 ,- 551.3263 ,- 573.4458 ,- 557.4282 ,- 532.2019 ,- 506.6797 ,- 479.0797 ,- 417.1958 ,- 336.1350 ,- 270.3388 ,- 211.6505 , 71.9639 ,- 18.0263 ,- 78.5063 ,- 112.3036 ,- 152.4428 ,- 219.5771 ,- 246.2632 ,- 256.4089 ,- 263.7240 ,- 268.3596 ,- 266.4297 ,- 254.1010 ,- 240.2270 ,- 229.4829 ,- 713.6683 , 84.8680 ,- 211.3415 ,
04-01-2022 ,13:06:20 ,       14012.564, 250  ,           10  , 32  , 111  ,- 295.1048 ,- 709.4963 ,- 913.3583 ,- 584.5746 ,- 579.4228 ,- 534.6414 ,- 563.7570 ,- 547.7592 ,- 523.0754 ,- 497.5860 ,- 469.7460 ,- 408.4934 ,- 327.7810 ,- 262.9152 ,- 205.9464 , 76.3595 ,- 13.4170 ,- 74.0384 ,- 107.7239 ,- 147.0971 ,- 212.8637 ,- 238.7015 ,- 249.0478 ,- 255.4029 ,- 260.7059 ,- 258.2566 ,- 248.0878 ,- 234.5557 ,- 220.9250 ,- 710.7850 , 85.5617 ,- 207.4160 ,
04-01-2022 ,13:06:21 ,       14013.079, 250  ,           10  , 32  , 111  ,- 294.6084 ,- 709.7823 ,- 915.2487 ,- 585.6332 ,- 579.1269 ,- 538.9844 ,- 563.2606 ,- 547.1608 ,- 522.4934 ,- 496.8857 ,- 469.2430 ,- 408.1975 ,- 327.5837 ,- 263.5103 ,- 204.8056 , 75.4817 ,- 13.7096 ,- 73.6570 ,- 106.8461 ,- 146.0450 ,- 211.0653 ,- 237.2286 ,- 246.9601 ,- 253.9530 ,- 258.4768 ,- 256.6423 ,- 245.7404 ,- 232.3070 ,- 222.6544 ,- 705.8141 , 85.1639 ,- 205.1146 ,
04-01-2022 ,13:06:21 ,       14013.595, 250  ,           10  , 32  , 111  ,- 298.0736 ,- 714.9374 ,- 920.2920 ,- 589.0063 ,- 580.0178 ,- 541.4534 ,- 563.5565 ,- 548.0583 ,- 522.6874 ,- 497.3855 ,- 469.5455 ,- 407.9016 ,- 326.8867 ,- 261.2352 ,- 200.4330 , 79.9726 ,- 8.1206 ,- 69.1891 ,- 103.0455 ,- 142.4483 ,- 207.3798 ,- 232.6160 ,- 243.0807 ,- 249.1136 ,- 254.3114 ,- 251.9837 ,- 242.0746 ,- 228.4966 ,- 219.1037 ,- 713.2738 , 88.9316 ,- 202.9119 ,
04-01-2022 ,13:06:22 ,       14014.109, 250  ,           10  , 32  , 111  ,- 295.4007 ,- 692.0289 ,- 901.2695 ,- 577.8250 ,- 577.9368 ,- 544.8102 ,- 562.4683 ,- 546.5625 ,- 522.6874 ,- 497.1882 ,- 469.8479 ,- 408.0988 ,- 327.2845 ,- 261.6330 ,- 203.9508 , 68.2521 ,- 14.5940 ,- 71.5661 ,- 103.9233 ,- 142.7113 ,- 207.9453 ,- 233.9903 ,- 244.0768 ,- 251.5333 ,- 256.2478 ,- 254.2653 ,- 243.2023 ,- 230.1568 ,- 220.4681 ,- 682.9450 , 85.4598 ,- 203.6779 ,
04-01-2022 ,13:06:22 ,       14014.574, 250  ,           10  , 32  , 111  ,- 289.3645 ,- 700.3335 ,- 903.5807 ,- 576.7664 ,- 568.0211 ,- 530.5942 ,- 551.9871 ,- 535.8973 ,- 512.0123 ,- 487.0984 ,- 460.3104 ,- 399.1005 ,- 319.9268 ,- 255.5936 ,- 200.4330 , 81.0477 ,- 4.4877 ,- 64.4351 ,- 98.0779 ,- 137.9803 ,- 204.1612 ,- 229.8675 ,- 240.5952 ,- 247.0818 ,- 252.1777 ,- 249.8927 ,- 239.1618 ,- 225.6626 ,- 214.2774 ,- 691.9927 , 85.4598 ,- 197.3557 ,
04-01-2022 ,13:06:23 ,       14015.09, 250  ,            10  , 32  , 111  ,- 303.2221 ,- 711.5018 ,- 913.1446 ,- 583.5126 ,- 572.4825 ,- 533.0633 ,- 556.5373 ,- 539.5861 ,- 514.7280 ,- 489.7943 ,- 462.2172 ,- 401.7701 ,- 322.5109 ,- 259.1574 ,- 201.4785 , 81.3403 ,- 5.5693 ,- 66.9074 ,- 101.2932 ,- 141.5738 ,- 208.0407 ,- 234.7760 ,- 244.8725 ,- 252.2105 ,- 257.1223 ,- 255.3108 ,- 244.4220 ,- 231.0379 ,- 219.1924 ,- 709.5949 , 81.4981 ,- 202.7212 ,
04-01-2022 ,13:06:23 ,       14015.604, 250  ,           10  , 32  , 111  ,- 273.5278 ,- 685.8250 ,- 891.3934 ,- 569.6321 ,- 566.7324 ,- 527.8293 ,- 551.0009 ,- 534.9998 ,- 511.0425 ,- 486.1975 ,- 458.9066 ,- 398.7060 ,- 319.4270 ,- 255.3963 ,- 197.7700 , 76.0669 ,- 13.0258 ,- 71.5661 ,- 104.1173 ,- 142.4483 ,- 206.0549 ,- 231.1431 ,- 241.3908 ,- 247.4697 ,- 252.6610 ,- 250.5601 ,- 240.1021 ,- 225.9552 ,- 214.0933 ,- 689.2113 , 85.9562 ,- 198.4078 ,
04-01-2022 ,13:06:24 ,       14016.119, 250  ,           10  , 32  , 111  ,- 284.8111 ,- 658.1559 ,- 845.5928 ,- 540.5263 ,- 533.3263 ,- 501.3767 ,- 518.3707 ,- 503.7077 ,- 481.2496 ,- 457.4271 ,- 432.4112 ,- 375.8731 ,- 301.0325 ,- 239.8620 ,- 185.1256 , 74.0154 ,- 5.4707 ,- 62.0581 ,- 93.9847 ,- 131.3162 ,- 193.5716 ,- 218.1831 ,- 227.9640 ,- 234.7004 ,- 238.7081 ,- 236.6829 ,- 225.8204 ,- 213.2450 ,- 201.8039 ,- 649.6409 , 88.2379 ,- 186.5294 ,
04-01-2022 ,13:06:24 ,       14016.585, 250  ,           10  , 32  , 111  ,- 249.1793 ,- 640.0343 ,- 837.3999 ,- 534.1680 ,- 536.7948 ,- 497.8227 ,- 522.1285 ,- 508.2907 ,- 486.0035 ,- 462.0233 ,- 436.5241 ,- 379.1345 ,- 304.0177 ,- 242.1371 ,- 185.9804 , 71.0861 ,- 13.3184 ,- 67.7622 ,- 97.8806 ,- 133.8576 ,- 193.5716 ,- 217.3974 ,- 226.9678 ,- 233.0566 ,- 238.3201 ,- 236.4001 ,- 226.3859 ,- 212.9557 ,- 201.2582 ,- 641.9872 , 85.9562 ,- 185.5694 ,
04-01-2022 ,13:06:25 ,       14017.1, 250  ,             10  , 32  , 111  ,- 256.8988 ,- 633.7384 ,- 828.4739 ,- 531.1794 ,- 537.1926 ,- 506.1143 ,- 523.3154 ,- 508.8890 ,- 486.5855 ,- 463.5192 ,- 437.8293 ,- 380.6172 ,- 304.3136 ,- 243.6199 ,- 191.2111 , 62.0976 ,- 17.5364 ,- 70.4252 ,- 100.2181 ,- 135.6132 ,- 196.3135 ,- 220.6357 ,- 230.0516 ,- 236.7322 ,- 240.6478 ,- 239.0599 ,- 228.4505 ,- 215.5924 ,- 204.4439 ,- 626.4825 , 84.0724 ,- 189.0215 ,
