04-01-2022 ,13:10:08 ,       14240.02, 250  ,            10  , 32  , 111  ,- 541.1641 ,- 842.2328 ,- 1001.0241 ,- 646.8036 ,- 566.1801 ,- 540.4080 ,- 537.5937 ,- 512.4200 ,- 481.5750 ,- 452.2654 ,- 422.3016 ,- 359.2966 ,- 278.1897 ,- 215.6385 ,- 167.8390 , 90.4307 , 73.4959 , 28.6225 ,- 2.9786 ,- 39.9288 ,- 102.3255 ,- 126.6938 ,- 140.1601 ,- 150.3716 ,- 158.8900 ,- 164.5875 ,- 168.1579 ,- 168.5952 ,- 174.4176 ,- 779.5665 , 83.5825 ,- 160.2971 ,
04-01-2022 ,13:10:08 ,       14240.534, 250  ,           10  , 32  , 111  ,- 610.6655 ,- 860.7819 ,- 991.7627 ,- 651.6234 ,- 560.8244 ,- 525.5970 ,- 535.5192 ,- 510.4277 ,- 478.8561 ,- 449.3690 ,- 417.7876 ,- 354.0561 ,- 271.0292 ,- 214.9448 ,- 187.7064 , 80.9557 , 75.0641 , 31.7589 ,- 1.0290 ,- 40.0176 ,- 106.6751 ,- 131.9968 ,- 145.9299 ,- 156.9469 ,- 166.2543 ,- 171.3338 ,- 176.1437 ,- 177.6856 ,- 184.9776 ,- 806.5286 , 82.7869 ,- 164.7979 ,
04-01-2022 ,13:10:09 ,       14241.0, 250  ,             10  , 32  , 111  ,- 626.3346 ,- 914.3446 ,- 1074.2965 ,- 702.8354 ,- 611.1948 ,- 584.1505 ,- 581.6025 ,- 554.9822 ,- 520.9778 ,- 490.8266 ,- 457.7296 ,- 390.8287 ,- 304.8396 ,- 240.1777 ,- 195.9782 , 75.9715 , 63.9781 , 18.5458 ,- 14.5743 ,- 54.0362 ,- 119.6286 ,- 145.1508 ,- 159.0576 ,- 170.1009 ,- 179.1387 ,- 185.3952 ,- 190.4220 ,- 191.5661 ,- 200.5448 ,- 845.6355 , 81.7973 ,- 183.5771 ,
04-01-2022 ,13:10:09 ,       14241.515, 250  ,           10  , 32  , 111  ,- 662.1406 ,- 958.9485 ,- 1120.4489 ,- 735.4426 ,- 635.3922 ,- 603.0118 ,- 602.8672 ,- 575.1192 ,- 539.7110 ,- 507.4129 ,- 472.1855 ,- 402.5953 ,- 312.1974 ,- 249.4818 ,- 210.9075 , 81.0510 , 69.8663 , 21.3962 ,- 14.1830 ,- 55.8773 ,- 128.0450 ,- 156.1447 ,- 171.1891 ,- 183.5475 ,- 194.1568 ,- 200.0286 ,- 206.0187 ,- 207.8894 ,- 217.0259 ,- 903.3704 , 82.8888 ,- 193.2527 ,
04-01-2022 ,13:10:10 ,       14242.029, 250  ,           10  , 32  , 111  ,- 661.9434 ,- 971.6816 ,- 1134.3623 ,- 747.2125 ,- 644.8146 ,- 608.0485 ,- 614.9329 ,- 586.0869 ,- 550.5833 ,- 517.4074 ,- 482.2260 ,- 411.2945 ,- 320.1536 ,- 253.7360 ,- 211.0029 , 84.5688 , 72.5129 , 24.3452 ,- 10.9677 ,- 53.3359 ,- 126.1513 ,- 155.0664 ,- 170.6927 ,- 183.6428 ,- 193.8675 ,- 201.2648 ,- 206.3935 ,- 207.7908 ,- 214.9316 ,- 919.6016 , 81.7973 ,- 196.7048 ,
04-01-2022 ,13:10:10 ,       14242.545, 250  ,           10  , 32  , 111  ,- 653.0140 ,- 956.0750 ,- 1124.1376 ,- 737.0831 ,- 639.7549 ,- 609.3307 ,- 607.1182 ,- 578.2096 ,- 542.6238 ,- 510.6118 ,- 474.7959 ,- 403.8808 ,- 311.8983 ,- 247.7985 ,- 212.0483 , 79.5880 , 68.3935 , 21.3008 ,- 13.2099 ,- 54.9140 ,- 126.7201 ,- 154.9678 ,- 170.3935 ,- 183.1595 ,- 193.6735 ,- 199.8412 ,- 206.3015 ,- 208.1820 ,- 218.1207 ,- 896.0027 , 83.4806 ,- 194.0220 ,
04-01-2022 ,13:10:11 ,       14243.01, 250  ,            10  , 32  , 111  ,- 698.0585 ,- 991.0263 ,- 1138.1595 ,- 753.9653 ,- 647.6913 ,- 609.6299 ,- 618.0989 ,- 590.1768 ,- 553.4008 ,- 520.2052 ,- 484.4320 ,- 412.2841 ,- 317.4676 ,- 248.1930 ,- 217.9431 , 88.4746 , 80.2620 , 30.8088 ,- 6.0953 ,- 50.1798 ,- 125.3951 ,- 154.8691 ,- 170.5908 ,- 183.6428 ,- 193.8675 ,- 201.1694 ,- 206.3935 ,- 208.6719 ,- 220.3957 ,- 934.6394 , 84.6707 ,- 197.2801 ,
04-01-2022 ,13:10:11 ,       14243.524, 250  ,           10  , 32  , 111  ,- 690.7138 ,- 997.5425 ,- 1162.4127 ,- 765.1599 ,- 659.2935 ,- 625.3318 ,- 627.7943 ,- 598.5538 ,- 562.6227 ,- 528.7959 ,- 492.7630 ,- 420.4901 ,- 327.3109 ,- 256.4089 ,- 213.5672 , 88.5732 , 76.9283 , 26.2455 ,- 10.4811 ,- 54.4767 ,- 130.2182 ,- 159.2878 ,- 175.6637 ,- 188.5776 ,- 199.2922 ,- 205.8248 ,- 211.5618 ,- 213.6560 ,- 222.5820 ,- 918.3063 , 81.8959 ,- 199.4828 ,
04-01-2022 ,13:10:12 ,       14244.04, 250  ,            10  , 32  , 111  ,- 677.6190 ,- 1009.3222 ,- 1190.0488 ,- 781.1807 ,- 682.1100 ,- 647.5598 ,- 648.3718 ,- 619.2957 ,- 582.3356 ,- 547.8874 ,- 511.4370 ,- 437.1027 ,- 339.5443 ,- 268.9777 ,- 221.6516 , 86.0351 , 71.6318 , 21.1134 ,- 15.2548 ,- 58.6817 ,- 133.2461 ,- 162.9206 ,- 178.9480 ,- 192.1546 ,- 202.2971 ,- 209.6253 ,- 214.8494 ,- 216.3946 ,- 224.7683 ,- 937.2268 , 86.5546 ,- 205.4237 ,
04-01-2022 ,13:10:12 ,       14244.555, 250  ,           10  , 32  , 111  ,- 679.1050 ,- 996.0104 ,- 1161.9918 ,- 765.0645 ,- 661.8743 ,- 627.6036 ,- 630.1680 ,- 600.8453 ,- 563.9839 ,- 530.6962 ,- 494.9723 ,- 421.9728 ,- 326.2194 ,- 255.5179 ,- 216.6116 , 84.4702 , 70.1589 , 19.9726 ,- 15.8400 ,- 58.3299 ,- 130.8823 ,- 158.3047 ,- 173.6746 ,- 185.5793 ,- 195.7086 ,- 202.0242 ,- 207.9913 ,- 209.8456 ,- 220.3037 ,- 935.8328 , 87.3469 ,- 199.2922 ,
04-01-2022 ,13:10:13 ,       14245.02, 250  ,            10  , 32  , 111  ,- 658.9680 ,- 968.0422 ,- 1136.0488 ,- 746.4431 ,- 645.1105 ,- 617.0370 ,- 612.7598 ,- 583.9926 ,- 549.3242 ,- 515.9049 ,- 481.0194 ,- 411.1958 ,- 320.1536 ,- 254.2325 ,- 204.1546 , 86.9129 , 72.5129 , 23.4871 ,- 12.4274 ,- 55.3513 ,- 127.5716 ,- 155.8521 ,- 170.3935 ,- 182.5809 ,- 191.7371 ,- 198.0330 ,- 202.0735 ,- 203.3919 ,- 210.9272 ,- 897.5972 , 83.6811 ,- 193.8280 ,
04-01-2022 ,13:10:13 ,       14245.534, 250  ,           10  , 32  , 111  ,- 682.7773 ,- 975.7978 ,- 1126.3502 ,- 744.3193 ,- 639.5576 ,- 602.7159 ,- 608.8015 ,- 579.5049 ,- 543.9817 ,- 510.6118 ,- 474.9964 ,- 404.2753 ,- 311.1026 ,- 243.1464 ,- 212.5218 , 85.1540 , 76.1425 , 27.7677 ,- 8.2389 ,- 51.3206 ,- 125.2077 ,- 153.4949 ,- 169.5979 ,- 181.9990 ,- 192.6083 ,- 199.3645 ,- 205.5486 ,- 208.1820 ,- 218.3935 ,- 921.3934 , 80.0121 ,- 194.7881 ,
