04-01-2022 ,12:43:42 ,       12653.913, 250  ,           10  , 32  , 111  ,- 122.6828 ,- 254.6303 ,- 313.6769 ,- 195.7119 ,- 189.2943 ,- 199.4828 ,- 186.9502 ,- 181.9332 ,- 173.2965 ,- 164.7256 ,- 155.1288 ,- 134.6532 ,- 107.2570 ,- 86.1535 ,- 67.9858 , 31.5123 , 9.7216 ,- 10.1721 ,- 21.7545 ,- 35.2011 ,- 57.5507 ,- 66.2466 ,- 70.0866 ,- 73.2000 ,- 74.4000 ,- 74.5874 ,- 71.7699 ,- 68.6072 ,- 62.8899 ,- 245.4182 , 31.4302 ,- 63.0378 ,
04-01-2022 ,12:43:42 ,       12654.428, 250  ,           10  , 32  , 111  ,- 142.6686 ,- 265.5684 ,- 321.6199 ,- 201.6790 ,- 192.7596 ,- 188.4396 ,- 188.5316 ,- 182.7321 ,- 173.6845 ,- 164.9228 ,- 154.7278 ,- 133.9628 ,- 106.5601 ,- 85.3611 ,- 68.3672 , 29.5562 , 11.2899 ,- 8.2718 ,- 20.4855 ,- 34.4976 ,- 58.3069 ,- 67.1310 ,- 71.9770 ,- 74.5513 ,- 77.1124 ,- 77.4379 ,- 75.6198 ,- 72.8088 ,- 69.8039 ,- 253.1607 , 31.7260 ,- 65.3392 ,
04-01-2022 ,12:43:43 ,       12654.891, 250  ,           10  , 32  , 111  ,- 145.1442 ,- 271.6538 ,- 329.6714 ,- 206.6828 ,- 197.2144 ,- 189.6231 ,- 192.4801 ,- 186.6116 ,- 177.6560 ,- 168.1184 ,- 158.4395 ,- 137.5201 ,- 109.3447 ,- 87.5376 ,- 69.6987 , 30.8285 , 12.8614 ,- 7.0356 ,- 19.2197 ,- 33.2713 ,- 56.8866 ,- 66.2466 ,- 70.2872 ,- 73.9726 ,- 75.8532 ,- 76.2050 ,- 74.4000 ,- 71.7337 ,- 69.0773 ,- 259.9103 , 31.8247 ,- 65.9113 ,
04-01-2022 ,12:43:43 ,       12655.405, 250  ,           10  , 32  , 111  ,- 123.2779 ,- 259.3842 ,- 324.0265 ,- 202.7376 ,- 197.2144 ,- 185.1848 ,- 193.5683 ,- 187.8050 ,- 178.6259 ,- 169.5124 ,- 159.6428 ,- 138.3091 ,- 110.3376 ,- 88.0307 ,- 68.2718 , 31.4137 , 9.3271 ,- 10.5534 ,- 22.4351 ,- 36.0756 ,- 59.2504 ,- 67.8181 ,- 72.5754 ,- 75.0346 ,- 77.5989 ,- 77.9146 ,- 75.7151 ,- 72.4176 ,- 68.4395 ,- 251.7700 , 30.0395 ,- 66.2006 ,
04-01-2022 ,12:43:44 ,       12655.921, 250  ,           10  , 32  , 111  ,- 126.2466 ,- 260.7158 ,- 323.9213 ,- 202.7376 ,- 197.6122 ,- 185.1848 ,- 192.9765 ,- 187.1080 ,- 177.9486 ,- 169.0160 ,- 159.5409 ,- 138.6050 ,- 110.7354 ,- 89.3195 ,- 69.9814 , 28.4811 , 6.5819 ,- 12.8351 ,- 24.1874 ,- 37.3019 ,- 59.5332 ,- 68.4066 ,- 72.2762 ,- 75.3272 ,- 77.0170 ,- 76.9644 ,- 74.7748 ,- 72.0263 ,- 67.8050 ,- 251.7700 , 29.5463 ,- 67.0620 ,
04-01-2022 ,12:43:44 ,       12656.435, 250  ,           10  , 32  , 111  ,- 142.3727 ,- 269.2769 ,- 324.8615 ,- 203.7963 ,- 193.7491 ,- 198.7924 ,- 191.8883 ,- 186.0165 ,- 176.4954 ,- 167.6187 ,- 157.4368 ,- 136.3332 ,- 108.1513 ,- 86.7453 ,- 70.6488 , 30.7299 , 11.4871 ,- 8.7485 ,- 20.9721 ,- 35.2011 ,- 58.8724 ,- 67.8181 ,- 72.6740 ,- 75.4225 ,- 78.2762 ,- 79.0554 ,- 77.0302 ,- 73.7852 ,- 70.2609 ,- 257.1322 , 29.9408 ,- 67.2526 ,
04-01-2022 ,12:43:45 ,       12656.9, 250  ,             10  , 32  , 111  ,- 137.7239 ,- 263.9508 ,- 324.8615 ,- 204.0856 ,- 198.9963 ,- 188.8341 ,- 194.2587 ,- 188.8998 ,- 179.8850 ,- 170.9097 ,- 160.9447 ,- 140.1864 ,- 111.8269 ,- 90.2072 ,- 71.6943 , 26.5282 , 6.9732 ,- 11.8849 ,- 23.4082 ,- 36.7759 ,- 59.5332 ,- 68.5052 ,- 72.4735 ,- 76.0998 ,- 77.6943 ,- 77.6285 ,- 75.6198 ,- 72.7102 ,- 67.9858 ,- 254.2522 , 30.3386 ,- 67.6373 ,
04-01-2022 ,12:43:45 ,       12657.415, 250  ,           10  , 32  , 111  ,- 121.6965 ,- 251.1125 ,- 315.5607 ,- 198.1185 ,- 195.1365 ,- 182.7190 ,- 189.1234 ,- 183.1267 ,- 174.0724 ,- 165.2253 ,- 155.5300 ,- 134.3573 ,- 106.4614 ,- 84.9633 ,- 66.6576 , 28.4811 , 8.5447 ,- 10.1721 ,- 21.3633 ,- 34.5863 ,- 57.7381 ,- 66.3452 ,- 71.2800 ,- 73.8740 ,- 76.4351 ,- 76.9644 ,- 75.0576 ,- 71.4411 ,- 67.8050 ,- 242.1437 , 30.1414 ,- 64.1885 ,
04-01-2022 ,12:43:46 ,       12657.931, 250  ,           10  , 32  , 111  ,- 122.4855 ,- 248.6401 ,- 306.3618 ,- 191.0894 ,- 184.6423 ,- 175.9168 ,- 180.2335 ,- 174.6675 ,- 165.6461 ,- 157.1409 ,- 147.8105 ,- 127.5420 ,- 101.2932 ,- 80.6137 ,- 63.7085 , 33.3666 , 13.8411 ,- 5.1353 ,- 16.5896 ,- 30.0296 ,- 52.4450 ,- 61.2428 ,- 65.3162 ,- 68.4592 ,- 70.4285 ,- 70.3167 ,- 68.1995 ,- 65.5759 ,- 60.9798 ,- 238.8659 , 30.9337 ,- 59.6877 ,
04-01-2022 ,12:43:46 ,       12658.445, 250  ,           10  , 32  , 111  ,- 106.4614 ,- 234.8516 ,- 291.8303 ,- 181.9431 ,- 175.7294 ,- 172.5634 ,- 172.7278 ,- 168.0987 ,- 159.7349 ,- 151.4532 ,- 142.6949 ,- 123.1924 ,- 97.8148 ,- 78.2368 ,- 60.7628 , 31.4137 , 9.4258 ,- 8.9359 ,- 19.5123 ,- 31.7819 ,- 52.3496 ,- 60.0625 ,- 64.0209 ,- 66.3321 ,- 68.3935 ,- 68.8899 ,- 66.7003 ,- 63.4291 ,- 59.7962 ,- 226.6588 , 30.6345 ,- 58.4417 ,
