NACA 0018                                       
 Alfa =  14.00000 Re =   350000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00189 -0.02326
   0.99215  0.00354 -0.02557
   0.97925  0.00620 -0.02934
   0.96496  0.00911 -0.03355
   0.94931  0.01224 -0.03823
   0.93238  0.01555 -0.04336
   0.91435  0.01901 -0.04891
   0.89542  0.02257 -0.05485
   0.87581  0.02617 -0.06112
   0.85570  0.02978 -0.06767
   0.83523  0.03337 -0.07444
   0.81452  0.03691 -0.08138
   0.79364  0.04040 -0.08838
   0.77266  0.04382 -0.09529
   0.75160  0.04715 -0.10172
   0.73051  0.05041 -0.10699
   0.70941  0.05358 -0.11271
   0.68830  0.05665 -0.12870
   0.66721  0.05963 -0.15136
   0.64615  0.06251 -0.18048
   0.62513  0.06528 -0.21559
   0.60416  0.06794 -0.25613
   0.58324  0.07048 -0.30125
   0.56239  0.07290 -0.35022
   0.54163  0.07520 -0.40231
   0.52095  0.07736 -0.45687
   0.50038  0.07937 -0.51347
   0.47991  0.08124 -0.57184
   0.45958  0.08296 -0.63193
   0.43938  0.08451 -0.69341
   0.41934  0.08588 -0.75667
   0.39947  0.08707 -0.82162
   0.37979  0.08808 -0.88854
   0.36032  0.08888 -0.95740
   0.34108  0.08948 -1.02864
   0.32211  0.08986 -1.10222
   0.30344  0.09002 -1.17830
   0.28511  0.08995 -1.25714
   0.26716  0.08965 -1.33888
   0.24964  0.08911 -1.42333
   0.23262  0.08833 -1.51064
   0.21616  0.08732 -1.60073
   0.20031  0.08609 -1.69324
   0.18515  0.08465 -1.78777
   0.17073  0.08302 -1.88376
   0.15711  0.08122 -1.98078
   0.14431  0.07928 -2.07633
   0.13234  0.07722 -2.16963
   0.12120  0.07507 -2.25775
   0.11088  0.07285 -2.33954
   0.10133  0.07058 -2.42665
   0.09251  0.06827 -2.58000
   0.08438  0.06595 -2.97019
   0.07687  0.06361 -3.43174
   0.06995  0.06127 -3.47467
   0.06354  0.05894 -3.51381
   0.05762  0.05661 -3.55373
   0.05214  0.05428 -3.59799
   0.04706  0.05196 -3.64997
   0.04235  0.04964 -3.71281
   0.03797  0.04732 -3.78875
   0.03390  0.04500 -3.87702
   0.03012  0.04268 -3.97848
   0.02661  0.04035 -4.09066
   0.02334  0.03801 -4.20760
   0.02032  0.03566 -4.32222
   0.01753  0.03329 -4.42986
   0.01495  0.03091 -4.52448
   0.01259  0.02850 -4.60046
   0.01043  0.02608 -4.65279
   0.00848  0.02363 -4.67569
   0.00674  0.02116 -4.65858
   0.00520  0.01867 -4.60046
   0.00386  0.01616 -4.49145
   0.00273  0.01365 -4.32794
   0.00180  0.01113 -4.11472
   0.00107  0.00861 -3.84971
   0.00053  0.00611 -3.54027
   0.00019  0.00364 -3.20426
   0.00002  0.00120 -2.84765
   0.00002 -0.00120 -2.49344
   0.00019 -0.00364 -2.13230
   0.00053 -0.00611 -1.76182
   0.00107 -0.00861 -1.39439
   0.00180 -0.01113 -1.03708
   0.00273 -0.01365 -0.69713
   0.00386 -0.01616 -0.38854
   0.00520 -0.01867 -0.10827
   0.00674 -0.02116  0.13293
   0.00848 -0.02363  0.33726
   0.01043 -0.02608  0.50827
   0.01259 -0.02850  0.64693
   0.01495 -0.03091  0.75653
   0.01753 -0.03329  0.84166
   0.02032 -0.03566  0.90457
   0.02334 -0.03801  0.94932
   0.02661 -0.04035  0.97841
   0.03012 -0.04268  0.99465
   0.03390 -0.04500  0.99999
   0.03797 -0.04732  0.99626
   0.04235 -0.04964  0.98495
   0.04706 -0.05196  0.96736
   0.05214 -0.05428  0.94471
   0.05762 -0.05661  0.91732
   0.06354 -0.05894  0.88663
   0.06994 -0.06127  0.85312
   0.07687 -0.06361  0.81664
   0.08438 -0.06595  0.77850
   0.09251 -0.06827  0.73902
   0.10133 -0.07058  0.69813
   0.11088 -0.07285  0.65657
   0.12120 -0.07507  0.61488
   0.13234 -0.07722  0.57315
   0.14431 -0.07928  0.53203
   0.15711 -0.08122  0.49188
   0.17073 -0.08302  0.45298
   0.18515 -0.08465  0.41578
   0.20031 -0.08609  0.38045
   0.21615 -0.08732  0.34733
   0.23262 -0.08833  0.31629
   0.24964 -0.08911  0.28769
   0.26716 -0.08965  0.26129
   0.28511 -0.08995  0.23711
   0.30344 -0.09002  0.21506
   0.32211 -0.08986  0.19504
   0.34108 -0.08948  0.17683
   0.36032 -0.08888  0.16028
   0.37979 -0.08808  0.14537
   0.39947 -0.08707  0.13181
   0.41934 -0.08588  0.11952
   0.43938 -0.08451  0.10845
   0.45958 -0.08296  0.09831
   0.47991 -0.08124  0.08914
   0.50038 -0.07937  0.08081
   0.52095 -0.07736  0.07312
   0.54163 -0.07520  0.06610
   0.56239 -0.07290  0.05961
   0.58324 -0.07048  0.05365
   0.60416 -0.06794  0.04806
   0.62513 -0.06528  0.04285
   0.64615 -0.06251  0.03798
   0.66721 -0.05963  0.03340
   0.68830 -0.05665  0.02908
   0.70941 -0.05358  0.02494
   0.73051 -0.05041  0.02100
   0.75160 -0.04715  0.01739
   0.77266 -0.04382  0.01374
   0.79364 -0.04040  0.01044
   0.81452 -0.03691  0.00730
   0.83523 -0.03337  0.00425
   0.85570 -0.02978  0.00157
   0.87581 -0.02617 -0.00097
   0.89542 -0.02257 -0.00324
   0.91435 -0.01901 -0.00517
   0.93238 -0.01555 -0.00690
   0.94931 -0.01224 -0.00822
   0.96496 -0.00911 -0.00914
   0.97925 -0.00620 -0.01019
   0.99214 -0.00354 -0.00938
   1.00000 -0.00189 -0.02326
