NACA 0018                                       
 Alfa =  12.00000 Re =   350000.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00189  0.05685
   0.99215  0.00354  0.05472
   0.97925  0.00620  0.05132
   0.96496  0.00911  0.04756
   0.94931  0.01224  0.04349
   0.93238  0.01555  0.03918
   0.91435  0.01901  0.03480
   0.89542  0.02257  0.03074
   0.87581  0.02617  0.02748
   0.85570  0.02978  0.02251
   0.83523  0.03337  0.00998
   0.81452  0.03691 -0.00736
   0.79364  0.04040 -0.02940
   0.77266  0.04382 -0.05583
   0.75160  0.04715 -0.08620
   0.73051  0.05041 -0.12000
   0.70941  0.05358 -0.15661
   0.68830  0.05665 -0.19550
   0.66721  0.05963 -0.23616
   0.64615  0.06251 -0.27821
   0.62513  0.06528 -0.32139
   0.60416  0.06794 -0.36557
   0.58324  0.07048 -0.41059
   0.56239  0.07290 -0.45648
   0.54163  0.07520 -0.50334
   0.52095  0.07736 -0.55116
   0.50038  0.07937 -0.60003
   0.47991  0.08124 -0.65018
   0.45958  0.08296 -0.70171
   0.43938  0.08451 -0.75457
   0.41934  0.08588 -0.80915
   0.39947  0.08707 -0.86541
   0.37979  0.08808 -0.92357
   0.36032  0.08888 -0.98368
   0.34108  0.08948 -1.04590
   0.32211  0.08986 -1.11041
   0.30344  0.09002 -1.17698
   0.28511  0.08995 -1.24597
   0.26716  0.08965 -1.31740
   0.24964  0.08911 -1.39101
   0.23262  0.08833 -1.46664
   0.21616  0.08732 -1.54401
   0.20031  0.08609 -1.62293
   0.18515  0.08465 -1.70216
   0.17073  0.08302 -1.78076
   0.15711  0.08122 -1.85702
   0.14431  0.07928 -1.92851
   0.13234  0.07722 -1.99605
   0.12120  0.07507 -2.07279
   0.11088  0.07285 -2.24408
   0.10133  0.07058 -2.68287
   0.09251  0.06827 -2.81743
   0.08438  0.06595 -2.85853
   0.07687  0.06361 -2.89899
   0.06995  0.06127 -2.94209
   0.06354  0.05894 -2.99050
   0.05762  0.05661 -3.04628
   0.05214  0.05428 -3.11067
   0.04706  0.05196 -3.18305
   0.04235  0.04964 -3.26390
   0.03797  0.04732 -3.35227
   0.03390  0.04500 -3.44528
   0.03012  0.04268 -3.53988
   0.02661  0.04035 -3.63294
   0.02334  0.03801 -3.72103
   0.02032  0.03566 -3.80190
   0.01753  0.03329 -3.87250
   0.01495  0.03091 -3.92917
   0.01259  0.02850 -3.96807
   0.01043  0.02608 -3.98305
   0.00848  0.02363 -3.97023
   0.00674  0.02116 -3.92320
   0.00520  0.01867 -3.83732
   0.00386  0.01616 -3.70761
   0.00273  0.01365 -3.53079
   0.00180  0.01113 -3.31162
   0.00107  0.00861 -3.04962
   0.00053  0.00611 -2.75419
   0.00019  0.00364 -2.43530
   0.00002  0.00120 -2.11004
   0.00002 -0.00120 -1.78762
   0.00019 -0.00364 -1.46367
   0.00053 -0.00611 -1.13891
   0.00107 -0.00861 -0.81797
   0.00180 -0.01113 -0.51377
   0.00273 -0.01365 -0.22984
   0.00386 -0.01616  0.02356
   0.00520 -0.01867  0.24776
   0.00674 -0.02116  0.43595
   0.00848 -0.02363  0.59198
   0.01043 -0.02608  0.71761
   0.01259 -0.02850  0.81483
   0.01495 -0.03091  0.88771
   0.01753 -0.03329  0.93964
   0.02032 -0.03566  0.97376
   0.02334 -0.03801  0.99304
   0.02661 -0.04035  0.99988
   0.03012 -0.04268  0.99664
   0.03390 -0.04500  0.98504
   0.03797 -0.04732  0.96675
   0.04235 -0.04964  0.94285
   0.04706 -0.05196  0.91454
   0.05214 -0.05428  0.88240
   0.05762 -0.05661  0.84746
   0.06354 -0.05894  0.81038
   0.06994 -0.06127  0.77129
   0.07687 -0.06361  0.73080
   0.08438 -0.06595  0.68924
   0.09251 -0.06827  0.64732
   0.10133 -0.07058  0.60470
   0.11088 -0.07285  0.56236
   0.12120 -0.07507  0.52037
   0.13234 -0.07722  0.47910
   0.14431 -0.07928  0.43894
   0.15711 -0.08122  0.40004
   0.17073 -0.08302  0.36314
   0.18515 -0.08465  0.32819
   0.20031 -0.08609  0.29540
   0.21615 -0.08732  0.26499
   0.23262 -0.08833  0.23707
   0.24964 -0.08911  0.21151
   0.26716 -0.08965  0.18833
   0.28511 -0.08995  0.16746
   0.30344 -0.09002  0.14875
   0.32211 -0.08986  0.13209
   0.34108 -0.08948  0.11715
   0.36032 -0.08888  0.10394
   0.37979 -0.08808  0.09239
   0.39947 -0.08707  0.08203
   0.41934 -0.08588  0.07300
   0.43938 -0.08451  0.06515
   0.45958 -0.08296  0.05815
   0.47991 -0.08124  0.05214
   0.50038 -0.07937  0.04691
   0.52095 -0.07736  0.04234
   0.54163 -0.07520  0.03840
   0.56239 -0.07290  0.03498
   0.58324 -0.07048  0.03208
   0.60416 -0.06794  0.02960
   0.62513 -0.06528  0.02751
   0.64615 -0.06251  0.02577
   0.66721 -0.05963  0.02440
   0.68830 -0.05665  0.02333
   0.70941 -0.05358  0.02252
   0.73051 -0.05041  0.02202
   0.75160 -0.04715  0.02194
   0.77266 -0.04382  0.02200
   0.79364 -0.04040  0.02255
   0.81452 -0.03691  0.02348
   0.83523 -0.03337  0.02473
   0.85570 -0.02978  0.02655
   0.87581 -0.02617  0.02886
   0.89542 -0.02257  0.03174
   0.91435 -0.01901  0.03519
   0.93238 -0.01555  0.03917
   0.94931 -0.01224  0.04363
   0.96496 -0.00911  0.04854
   0.97925 -0.00620  0.05341
   0.99214 -0.00354  0.05886
   1.00000 -0.00189  0.05685
