NACA 0018                                       
 Alfa =  -2.00000 Re =   350000.000 Xflap,Yflap =     0.000000    0.000000
 cL = -0.2083 cM = -0.0049 cD = 0.00970
#    x        y        Cp  
   1.00000  0.00189  0.27430
   0.99215  0.00354  0.25440
   0.97925  0.00620  0.21645
   0.96496  0.00911  0.18206
   0.94931  0.01224  0.15027
   0.93238  0.01555  0.12186
   0.91435  0.01901  0.09663
   0.89542  0.02257  0.07431
   0.87581  0.02617  0.05421
   0.85570  0.02978  0.03335
   0.83523  0.03337  0.00382
   0.81452  0.03691 -0.04779
   0.79364  0.04040 -0.12114
   0.77266  0.04382 -0.13259
   0.75160  0.04715 -0.13967
   0.73051  0.05041 -0.14702
   0.70941  0.05358 -0.15477
   0.68830  0.05665 -0.16304
   0.66721  0.05963 -0.17190
   0.64615  0.06251 -0.18147
   0.62513  0.06528 -0.19185
   0.60416  0.06794 -0.20307
   0.58324  0.07048 -0.21508
   0.56239  0.07290 -0.22775
   0.54163  0.07520 -0.24097
   0.52095  0.07736 -0.25454
   0.50038  0.07937 -0.26830
   0.47991  0.08124 -0.28221
   0.45958  0.08296 -0.29610
   0.43938  0.08451 -0.30983
   0.41934  0.08588 -0.32341
   0.39947  0.08707 -0.33664
   0.37979  0.08808 -0.34954
   0.36032  0.08888 -0.36185
   0.34108  0.08948 -0.37356
   0.32211  0.08986 -0.38452
   0.30344  0.09002 -0.39452
   0.28511  0.08995 -0.40339
   0.26716  0.08965 -0.41110
   0.24964  0.08911 -0.41715
   0.23262  0.08833 -0.42160
   0.21616  0.08732 -0.42423
   0.20031  0.08609 -0.42465
   0.18515  0.08465 -0.42295
   0.17073  0.08302 -0.41873
   0.15711  0.08122 -0.41194
   0.14431  0.07928 -0.40282
   0.13234  0.07722 -0.39097
   0.12120  0.07507 -0.37628
   0.11088  0.07285 -0.35933
   0.10133  0.07058 -0.33959
   0.09251  0.06827 -0.31751
   0.08438  0.06595 -0.29253
   0.07687  0.06361 -0.26512
   0.06995  0.06127 -0.23538
   0.06354  0.05894 -0.20255
   0.05762  0.05661 -0.16701
   0.05214  0.05428 -0.12869
   0.04706  0.05196 -0.08742
   0.04235  0.04964 -0.04257
   0.03797  0.04732  0.00570
   0.03390  0.04500  0.05739
   0.03012  0.04268  0.11286
   0.02661  0.04035  0.17207
   0.02334  0.03801  0.23558
   0.02032  0.03566  0.30342
   0.01753  0.03329  0.37409
   0.01495  0.03091  0.44810
   0.01259  0.02850  0.52568
   0.01043  0.02608  0.60409
   0.00848  0.02363  0.68271
   0.00674  0.02116  0.75880
   0.00520  0.01867  0.82977
   0.00386  0.01616  0.89270
   0.00273  0.01365  0.94420
   0.00180  0.01113  0.97998
   0.00107  0.00861  0.99821
   0.00053  0.00611  0.99666
   0.00019  0.00364  0.97508
   0.00002  0.00120  0.93371
   0.00002 -0.00120  0.87493
   0.00019 -0.00364  0.79661
   0.00053 -0.00611  0.70023
   0.00107 -0.00861  0.58872
   0.00180 -0.01113  0.46658
   0.00273 -0.01365  0.33860
   0.00386 -0.01616  0.20825
   0.00520 -0.01867  0.07999
   0.00674 -0.02116 -0.04193
   0.00848 -0.02363 -0.15539
   0.01043 -0.02608 -0.25966
   0.01259 -0.02850 -0.35415
   0.01495 -0.03091 -0.43742
   0.01753 -0.03329 -0.51172
   0.02032 -0.03566 -0.57748
   0.02334 -0.03801 -0.63395
   0.02661 -0.04035 -0.68301
   0.03012 -0.04268 -0.72482
   0.03390 -0.04500 -0.76111
   0.03797 -0.04732 -0.79172
   0.04235 -0.04964 -0.81777
   0.04706 -0.05196 -0.83905
   0.05214 -0.05428 -0.85640
   0.05762 -0.05661 -0.87052
   0.06354 -0.05894 -0.88068
   0.06994 -0.06127 -0.88816
   0.07687 -0.06361 -0.89316
   0.08438 -0.06595 -0.89513
   0.09251 -0.06827 -0.89434
   0.10133 -0.07058 -0.89148
   0.11088 -0.07285 -0.88595
   0.12120 -0.07507 -0.87808
   0.13234 -0.07722 -0.86795
   0.14431 -0.07928 -0.85580
   0.15711 -0.08122 -0.84152
   0.17073 -0.08302 -0.82529
   0.18515 -0.08465 -0.80737
   0.20031 -0.08609 -0.78776
   0.21615 -0.08732 -0.76690
   0.23262 -0.08833 -0.74494
   0.24964 -0.08911 -0.72201
   0.26716 -0.08965 -0.69855
   0.28511 -0.08995 -0.67468
   0.30344 -0.09002 -0.65069
   0.32211 -0.08986 -0.62688
   0.34108 -0.08948 -0.60363
   0.36032 -0.08888 -0.58130
   0.37979 -0.08808 -0.56027
   0.39947 -0.08707 -0.54081
   0.41934 -0.08588 -0.52300
   0.43938 -0.08451 -0.50674
   0.45958 -0.08296 -0.49181
   0.47991 -0.08124 -0.47794
   0.50038 -0.07937 -0.46490
   0.52095 -0.07736 -0.45238
   0.54163 -0.07520 -0.42237
   0.56239 -0.07290 -0.33330
   0.58324 -0.07048 -0.28058
   0.60416 -0.06794 -0.25523
   0.62513 -0.06528 -0.23820
   0.64615 -0.06251 -0.22189
   0.66721 -0.05963 -0.20466
   0.68830 -0.05665 -0.18625
   0.70941 -0.05358 -0.16689
   0.73051 -0.05041 -0.14675
   0.75160 -0.04715 -0.12543
   0.77266 -0.04382 -0.10349
   0.79364 -0.04040 -0.08047
   0.81452 -0.03691 -0.05624
   0.83523 -0.03337 -0.03081
   0.85570 -0.02978 -0.00383
   0.87581 -0.02617  0.02487
   0.89542 -0.02257  0.05541
   0.91435 -0.01901  0.08773
   0.93238 -0.01555  0.12175
   0.94931 -0.01224  0.15670
   0.96496 -0.00911  0.19190
   0.97925 -0.00620  0.22572
   0.99214 -0.00354  0.25763
   1.00000 -0.00189  0.27430
