04-01-2022 ,12:48:07 ,       12919.47, 250  ,            10  , 32  , 111  ,- 236.1963 ,- 320.6599 ,- 355.5980 ,- 229.0325 ,- 198.9075 ,- 233.3163 ,- 193.0883 ,- 184.5338 ,- 172.7541 ,- 162.6412 ,- 151.0423 ,- 128.3409 ,- 98.7321 ,- 79.4039 ,- 71.1420 , 30.2828 , 31.1145 , 15.7874 , 3.6625 ,- 10.7145 ,- 35.6877 ,- 45.1200 ,- 51.1661 ,- 55.3940 ,- 59.4839 ,- 62.4362 ,- 65.4773 ,- 67.2362 ,- 72.3683 ,- 291.7547 , 31.7392 ,- 61.0356 ,
04-01-2022 ,12:48:08 ,       12919.984, 250  ,           10  , 32  , 111  ,- 258.9568 ,- 329.2210 ,- 352.0407 ,- 230.8604 ,- 197.0270 ,- 243.7711 ,- 190.1261 ,- 182.1469 ,- 171.5935 ,- 161.2439 ,- 149.8390 ,- 128.5381 ,- 100.0242 ,- 80.6894 ,- 68.9557 , 29.2110 , 33.8630 , 20.1600 , 8.3375 ,- 5.8948 ,- 31.1507 ,- 41.0959 ,- 46.7902 ,- 52.1063 ,- 55.9003 ,- 58.6356 ,- 61.7228 ,- 64.1096 ,- 68.2718 ,- 295.9234 , 30.3518 ,- 60.0789 ,
04-01-2022 ,12:48:08 ,       12920.449, 250  ,           10  , 32  , 111  ,- 230.4560 ,- 315.2385 ,- 348.5920 ,- 225.9519 ,- 197.8160 ,- 230.3574 ,- 189.7316 ,- 181.2494 ,- 170.1404 ,- 159.8467 ,- 147.9354 ,- 125.1814 ,- 95.8488 ,- 78.7102 ,- 72.1874 , 29.3063 , 30.0362 , 15.2186 , 3.4685 ,- 10.5403 ,- 35.0269 ,- 44.0384 ,- 49.9726 ,- 54.0395 ,- 58.0307 ,- 61.0126 ,- 63.6000 ,- 65.1847 ,- 70.0011 ,- 288.4769 , 32.0384 ,- 59.9836 ,
04-01-2022 ,12:48:09 ,       12920.965, 250  ,           10  , 32  , 111  ,- 229.0686 ,- 315.9059 ,- 348.9043 ,- 224.7946 ,- 195.9354 ,- 241.9925 ,- 190.5206 ,- 182.8407 ,- 172.2708 ,- 161.8423 ,- 150.8417 ,- 128.5381 ,- 99.2253 ,- 77.9178 ,- 68.7650 , 32.6302 , 32.6860 , 17.3096 , 5.6121 ,- 8.6137 ,- 33.1365 ,- 42.5655 ,- 48.0855 ,- 52.7836 ,- 56.1896 ,- 58.4482 ,- 61.1573 ,- 62.9392 ,- 67.2724 ,- 286.9875 , 29.6581 ,- 59.5036 ,
04-01-2022 ,12:48:09 ,       12921.479, 250  ,           10  , 32  , 111  ,- 240.7464 ,- 318.7596 ,- 348.9043 ,- 226.7212 ,- 196.1360 ,- 227.5957 ,- 189.1365 ,- 181.4500 ,- 169.8478 ,- 159.2483 ,- 147.9354 ,- 125.2801 ,- 96.3453 ,- 79.1080 ,- 71.2373 , 26.9622 , 29.4477 , 15.9781 , 4.7342 ,- 8.4362 ,- 32.3803 ,- 41.2899 ,- 47.2899 ,- 51.6230 ,- 55.7063 ,- 59.0170 ,- 62.0022 ,- 63.8170 ,- 69.2746 ,- 289.7689 , 30.0559 ,- 60.0789 ,
04-01-2022 ,12:48:10 ,       12921.994, 250  ,           10  , 32  , 111  ,- 245.1026 ,- 327.7942 ,- 361.6605 ,- 233.8456 ,- 203.1650 ,- 238.7410 ,- 197.1387 ,- 189.9091 ,- 178.2774 ,- 167.7272 ,- 156.4571 ,- 134.0680 ,- 104.4954 ,- 82.9644 ,- 68.6696 , 28.9151 , 30.6247 , 15.9781 , 4.2477 ,- 9.5770 ,- 33.9847 ,- 43.3513 ,- 48.8778 ,- 53.5562 ,- 57.0609 ,- 59.2998 ,- 62.2850 ,- 64.3069 ,- 67.6373 ,- 298.7015 , 29.3622 ,- 61.8017 ,
04-01-2022 ,12:48:10 ,       12922.46, 250  ,            10  , 32  , 111  ,- 241.9366 ,- 326.4626 ,- 360.7202 ,- 233.6516 ,- 204.8450 ,- 236.9656 ,- 196.2478 ,- 186.1283 ,- 173.6286 ,- 161.8423 ,- 148.9382 ,- 124.1918 ,- 97.8346 ,- 89.9869 ,- 87.3009 , 28.3299 , 28.3693 , 13.2197 , 1.6175 ,- 12.2038 ,- 36.3485 ,- 45.4126 ,- 51.4652 ,- 55.7787 ,- 59.8685 ,- 63.3863 ,- 66.6050 ,- 68.8965 ,- 75.4587 ,- 297.8106 , 30.0559 ,- 62.2817 ,
04-01-2022 ,12:48:11 ,       12922.975, 250  ,           10  , 32  , 111  ,- 255.6922 ,- 335.9772 ,- 369.6068 ,- 239.6220 ,- 207.2220 ,- 257.5760 ,- 202.3694 ,- 191.8982 ,- 180.2138 ,- 168.9272 ,- 155.8554 ,- 131.6976 ,- 102.3091 ,- 88.5042 ,- 82.5469 , 26.8669 , 29.4477 , 15.0280 , 3.1759 ,- 11.2406 ,- 36.9173 ,- 46.6882 ,- 52.5600 ,- 57.7151 ,- 61.6143 ,- 63.9551 ,- 67.1672 ,- 69.4850 ,- 75.1891 ,- 305.8489 , 29.8554 ,- 64.0998 ,
04-01-2022 ,12:48:11 ,       12923.489, 250  ,           10  , 32  , 111  ,- 249.5541 ,- 336.4539 ,- 379.1213 ,- 243.2812 ,- 212.7683 ,- 214.3826 ,- 202.9645 ,- 193.2922 ,- 180.2138 ,- 168.5261 ,- 156.3551 ,- 131.9935 ,- 103.1014 ,- 88.7014 ,- 81.2154 , 24.3255 , 25.4269 , 11.2241 , 0.1545 ,- 13.2559 ,- 36.9173 ,- 46.0998 ,- 51.8630 ,- 56.4559 ,- 60.1611 ,- 63.4817 ,- 66.6050 ,- 68.3113 ,- 73.0948 ,- 308.6303 , 30.9469 ,- 63.9091 ,
04-01-2022 ,12:48:12 ,       12924.003, 250  ,           10  , 32  , 111  ,- 220.1623 ,- 318.7596 ,- 358.1065 ,- 229.6078 ,- 200.6894 ,- 254.0253 ,- 196.0505 ,- 187.3217 ,- 176.3409 ,- 165.7316 ,- 153.6494 ,- 129.7217 ,- 99.7250 ,- 83.0631 ,- 77.5102 , 31.4565 , 27.9748 , 11.7008 ,- 0.5260 ,- 14.7452 ,- 39.5639 ,- 49.0455 ,- 54.9436 ,- 59.3589 ,- 63.1628 ,- 65.0959 ,- 68.2948 ,- 70.8526 ,- 75.7348 ,- 293.2440 , 30.8482 ,- 63.6230 ,
