04-01-2022 ,12:41:40 ,       12532.321, 250  ,           10  , 32  , 111  ,- 57.4718 ,- 196.2971 ,- 261.0741 ,- 164.3837 ,- 171.8401 ,- 171.1530 ,- 170.1338 ,- 167.1683 ,- 160.4647 ,- 153.6264 ,- 145.5650 ,- 128.0154 ,- 104.3507 ,- 85.1705 ,- 67.2954 , 17.4871 ,- 20.1107 ,- 38.9754 ,- 48.2335 ,- 59.4083 ,- 78.4669 ,- 86.1831 ,- 88.4910 ,- 90.0231 ,- 90.3748 ,- 87.7644 ,- 81.9880 ,- 76.4154 ,- 68.5874 ,- 198.8582 , 29.7370 ,- 66.1841 ,
04-01-2022 ,12:41:40 ,       12532.836, 250  ,           10  , 32  , 111  ,- 52.0307 ,- 193.0653 ,- 260.7618 ,- 165.5409 ,- 175.0094 ,- 169.3776 ,- 173.2965 ,- 170.1568 ,- 163.7590 ,- 156.9206 ,- 149.0762 ,- 131.0762 ,- 106.9349 ,- 87.4455 ,- 68.1535 , 17.1945 ,- 20.4033 ,- 39.1660 ,- 48.3288 ,- 59.5825 ,- 78.9403 ,- 86.6729 ,- 89.5858 ,- 90.6017 ,- 91.5387 ,- 90.0461 ,- 83.8652 ,- 77.2932 ,- 69.5902 ,- 197.3689 , 31.4236 ,- 65.9935 ,
04-01-2022 ,12:41:41 ,       12533.301, 250  ,           10  , 32  , 111  ,- 56.2817 ,- 194.4922 ,- 262.9579 ,- 167.3689 ,- 178.3760 ,- 175.2921 ,- 175.4664 ,- 171.9453 ,- 165.7941 ,- 158.5152 ,- 150.3782 ,- 131.9672 ,- 107.6285 ,- 87.5442 ,- 69.3896 , 15.1430 ,- 21.6789 ,- 39.9288 ,- 49.4039 ,- 60.6346 ,- 80.0746 ,- 88.0472 ,- 90.4800 ,- 92.1502 ,- 92.7979 ,- 90.4242 ,- 84.8055 ,- 79.0554 ,- 70.9546 ,- 199.5519 , 31.6208 ,- 67.1409 ,
04-01-2022 ,12:41:41 ,       12533.818, 250  ,           10  , 32  , 111  ,- 54.8976 ,- 197.9146 ,- 268.0768 ,- 170.4494 ,- 180.9469 ,- 174.0099 ,- 177.8401 ,- 174.3354 ,- 167.6352 ,- 160.4121 ,- 152.4856 ,- 133.5453 ,- 108.3255 ,- 88.1392 ,- 69.3896 , 18.7595 ,- 19.5222 ,- 38.5973 ,- 48.0395 ,- 59.4937 ,- 79.8839 ,- 87.6559 ,- 90.7792 ,- 92.1502 ,- 92.9918 ,- 91.5650 ,- 85.4631 ,- 78.7628 ,- 71.4083 ,- 202.6292 , 30.5293 ,- 66.8548 ,
04-01-2022 ,12:41:42 ,       12534.333, 250  ,           10  , 32  , 111  ,- 50.2488 ,- 196.2050 ,- 265.1508 ,- 167.7535 ,- 176.2949 ,- 172.5338 ,- 173.8883 ,- 170.8505 ,- 164.2423 ,- 157.2198 ,- 149.1749 ,- 131.0762 ,- 106.8329 ,- 87.6461 ,- 69.0083 , 17.9770 ,- 21.7775 ,- 40.7836 ,- 49.9858 ,- 61.1606 ,- 80.7354 ,- 88.4417 ,- 91.2757 ,- 92.5381 ,- 93.3798 ,- 90.8055 ,- 85.0883 ,- 79.2494 ,- 70.9546 ,- 201.0412 , 29.9343 ,- 67.0455 ,
04-01-2022 ,12:41:42 ,       12534.799, 250  ,           10  , 32  , 111  ,- 48.2696 ,- 193.5420 ,- 263.8982 ,- 167.5595 ,- 178.1754 ,- 172.8264 ,- 175.1705 ,- 172.2445 ,- 165.6001 ,- 158.5152 ,- 150.5787 ,- 131.6680 ,- 107.4313 ,- 87.7447 ,- 69.2943 , 18.0756 ,- 20.7978 ,- 39.9288 ,- 49.3052 ,- 60.8976 ,- 80.7354 ,- 88.9316 ,- 91.4729 ,- 92.9228 ,- 93.6691 ,- 92.0417 ,- 86.0253 ,- 79.2494 ,- 70.6817 ,- 199.2560 , 31.1244 ,- 66.3748 ,
04-01-2022 ,12:41:43 ,       12535.313, 250  ,           10  , 32  , 111  ,- 63.8006 ,- 206.6598 ,- 273.4062 ,- 171.5080 ,- 178.5732 ,- 174.5031 ,- 176.5546 ,- 173.2406 ,- 166.2773 ,- 158.8143 ,- 150.7793 ,- 132.6576 ,- 108.3255 ,- 88.7343 ,- 70.1491 , 20.0285 ,- 18.4438 ,- 38.8800 ,- 49.2066 ,- 61.5124 ,- 82.0603 ,- 90.0099 ,- 92.8669 ,- 94.2773 ,- 95.0269 ,- 92.4198 ,- 86.6828 ,- 81.0083 ,- 72.8647 ,- 208.5831 , 30.1348 ,- 69.0576 ,
04-01-2022 ,12:41:43 ,       12535.827, 250  ,           10  , 32  , 111  ,- 39.4685 ,- 182.0417 ,- 253.7623 ,- 163.6143 ,- 178.7705 ,- 172.1360 ,- 176.0615 ,- 173.3393 ,- 167.1486 ,- 160.2116 ,- 152.5842 ,- 134.0417 ,- 109.2198 ,- 89.1288 ,- 70.7211 , 11.1386 ,- 28.8428 ,- 45.8236 ,- 53.7863 ,- 64.1392 ,- 82.6291 ,- 90.2072 ,- 92.8669 ,- 94.1820 ,- 94.6390 ,- 93.0872 ,- 86.4000 ,- 79.2494 ,- 71.3162 ,- 193.0028 , 30.9271 ,- 67.6209 ,
04-01-2022 ,12:41:44 ,       12536.342, 250  ,           10  , 32  , 111  ,- 61.1310 ,- 203.5234 ,- 272.1536 ,- 171.9880 ,- 180.7497 ,- 175.2921 ,- 178.3300 ,- 175.2297 ,- 168.3124 ,- 161.0105 ,- 152.9853 ,- 134.2357 ,- 109.9168 ,- 89.5233 ,- 70.1491 , 17.3918 ,- 19.9134 ,- 39.3567 ,- 49.3052 ,- 61.2493 ,- 81.5869 ,- 89.5201 ,- 92.5677 ,- 93.8927 ,- 94.8329 ,- 92.2324 ,- 86.4954 ,- 80.6170 ,- 72.6806 ,- 207.0938 , 30.8285 ,- 69.0576 ,
04-01-2022 ,12:41:44 ,       12536.808, 250  ,           10  , 32  , 111  ,- 52.7211 ,- 204.0001 ,- 275.2867 ,- 173.8160 ,- 182.8308 ,- 181.9004 ,- 181.0982 ,- 177.8171 ,- 171.3141 ,- 164.0023 ,- 155.7930 ,- 136.5075 ,- 111.5047 ,- 90.9107 ,- 70.8132 , 20.1271 ,- 20.8932 ,- 40.5929 ,- 50.4724 ,- 61.9496 ,- 82.0603 ,- 90.1085 ,- 92.7683 ,- 94.1820 ,- 94.5403 ,- 92.9918 ,- 86.3080 ,- 79.9332 ,- 72.4998 ,- 208.9809 , 30.7299 ,- 68.7715 ,
04-01-2022 ,12:41:45 ,       12537.322, 250  ,           10  , 32  , 111  ,- 66.1743 ,- 214.3629 ,- 283.9629 ,- 178.4384 ,- 184.8100 ,- 180.4209 ,- 182.3804 ,- 178.7146 ,- 171.7020 ,- 164.0023 ,- 155.8916 ,- 136.3102 ,- 111.1069 ,- 90.8121 ,- 72.5261 , 22.2740 ,- 16.7737 ,- 37.9332 ,- 48.8187 ,- 61.5124 ,- 83.1946 ,- 91.5814 ,- 94.6587 ,- 96.2105 ,- 97.4466 ,- 94.9842 ,- 89.0302 ,- 82.6685 ,- 73.6833 ,- 216.5229 , 31.0258 ,- 69.6329 ,
